web-scraper-order,web-scraper-start-url,newsselector,newsselector-href,title,description,images-src,topic
"1728749875-437","https://www.thedailystar.net/sports","'Sure bet' Zubimendi can replace injured Rodri: Spain coach de la Fuente","https://www.thedailystar.net/sports/football/news/sure-bet-zubimendi-can-replace-injured-rodri-spain-coach-de-la-fuente-3725741","","""Martin doesn't get nervous... he's a very mature player, so calm... Zubi is a sure bet, who never fails.""","",""
"1728749875-438","https://www.thedailystar.net/sports","'Sure bet' Zubimendi can replace injured Rodri: Spain coach de la Fuente","https://www.thedailystar.net/sports/football/news/sure-bet-zubimendi-can-replace-injured-rodri-spain-coach-de-la-fuente-3725741","","Nations League champions Spain, second in group A4, host leaders Denmark on Saturday in Murcia, before welcoming Serbia to Cordoba on Tuesday.","",""
"1728749875-439","https://www.thedailystar.net/sports","'Sure bet' Zubimendi can replace injured Rodri: Spain coach de la Fuente","https://www.thedailystar.net/sports/football/news/sure-bet-zubimendi-can-replace-injured-rodri-spain-coach-de-la-fuente-3725741","","They are also without Real Madrid right-back Dani Carvajal, who is also set to miss the season with a knee injury, and explosive winger Nico Williams with a minor knock, among others.","",""
"1728749875-440","https://www.thedailystar.net/sports","'Sure bet' Zubimendi can replace injured Rodri: Spain coach de la Fuente","https://www.thedailystar.net/sports/football/news/sure-bet-zubimendi-can-replace-injured-rodri-spain-coach-de-la-fuente-3725741","","""We're not going to cry, we're not going to make excuses about missing players, the ones who are here are very good too, also the best (players in the world) for me,"" continued the coach.","",""
"1728749875-441","https://www.thedailystar.net/sports","'Sure bet' Zubimendi can replace injured Rodri: Spain coach de la Fuente","https://www.thedailystar.net/sports/football/news/sure-bet-zubimendi-can-replace-injured-rodri-spain-coach-de-la-fuente-3725741","","""Whoever is playing tomorrow in the place of Nico, or Rodri, or Dani, are absolutely great... they will give us more tactical richness.","",""
"1728749875-442","https://www.thedailystar.net/sports","'Sure bet' Zubimendi can replace injured Rodri: Spain coach de la Fuente","https://www.thedailystar.net/sports/football/news/sure-bet-zubimendi-can-replace-injured-rodri-spain-coach-de-la-fuente-3725741","","""We're not going to change anything in terms of our plan or our idea of football... the idea is very clear.""","",""
"1728749875-443","https://www.thedailystar.net/sports","'Sure bet' Zubimendi can replace injured Rodri: Spain coach de la Fuente","https://www.thedailystar.net/sports/football/news/sure-bet-zubimendi-can-replace-injured-rodri-spain-coach-de-la-fuente-3725741","","De la Fuente said injuries were the ""ugliest"" part of football, but they also created opportunities.","",""
"1728749875-444","https://www.thedailystar.net/sports","'Sure bet' Zubimendi can replace injured Rodri: Spain coach de la Fuente","https://www.thedailystar.net/sports/football/news/sure-bet-zubimendi-can-replace-injured-rodri-spain-coach-de-la-fuente-3725741","","""Nobody is irreplacable... those who get the chance, albeit for unfortunate reasons, it's the time to take advantage of it,"" added De la Fuente.","",""
"1728749875-445","https://www.thedailystar.net/sports","'Sure bet' Zubimendi can replace injured Rodri: Spain coach de la Fuente","https://www.thedailystar.net/sports/football/news/sure-bet-zubimendi-can-replace-injured-rodri-spain-coach-de-la-fuente-3725741","","","","Football"
"1728749878-446","https://www.thedailystar.net/sports","European leagues and union set to appeal to EU against FIFA's overcrowded calendar","https://www.thedailystar.net/sports/football/news/european-leagues-and-union-set-appeal-eu-against-fifas-overcrowded-calendar-3725751","European leagues and union set to appeal to EU against FIFA's overcrowded calendar","","",""
"1728749878-447","https://www.thedailystar.net/sports","European leagues and union set to appeal to EU against FIFA's overcrowded calendar","https://www.thedailystar.net/sports/football/news/european-leagues-and-union-set-appeal-eu-against-fifas-overcrowded-calendar-3725751","","The European Leagues umbrella body, FIFPRO players' union and Spain's LaLiga plan to file a joint complaint to the EU on Monday against global governing body FIFA over the ballooning soccer calendar.","",""
"1728749878-448","https://www.thedailystar.net/sports","European leagues and union set to appeal to EU against FIFA's overcrowded calendar","https://www.thedailystar.net/sports/football/news/european-leagues-and-union-set-appeal-eu-against-fifas-overcrowded-calendar-3725751","","Elite clubs are increasingly concerned at the impact of expanding schedules on wellbeing of players, some of whom say they are struggling with the physical and psychological strain despite the enormous salaries they can earn.","",""
"1728749878-449","https://www.thedailystar.net/sports","European leagues and union set to appeal to EU against FIFA's overcrowded calendar","https://www.thedailystar.net/sports/football/news/european-leagues-and-union-set-appeal-eu-against-fifas-overcrowded-calendar-3725751","","The three organisations' appeal to EU antitrust regulators, first announced in July, presents yet another challenge to FIFA. Two weeks ago, Europe's top court ruled that FIFA's player transfer regulations breach EU laws following a challenge by former player Lassana Diarra from France.","",""
"1728749878-450","https://www.thedailystar.net/sports","European leagues and union set to appeal to EU against FIFA's overcrowded calendar","https://www.thedailystar.net/sports/football/news/european-leagues-and-union-set-appeal-eu-against-fifas-overcrowded-calendar-3725751","","Disgruntled athletes and sports bodies have increasingly turned to the EU antitrust enforcer to help secure a level playing field and chip away at the power of governing bodies.","",""
"1728749878-451","https://www.thedailystar.net/sports","European leagues and union set to appeal to EU against FIFA's overcrowded calendar","https://www.thedailystar.net/sports/football/news/european-leagues-and-union-set-appeal-eu-against-fifas-overcrowded-calendar-3725751","","European Leagues, FIFPRO and LaLiga say the international match calendar, including an expanded Champions League and Club World Cup, has become unsustainable for national leagues and a health risk for players.","",""
